,A1,A2,A5,A7,dui/cuo
151,0,0,1,0,0
152,1,0,1,1,1
153,0,0,0,1,1
154,0,0,0,0,0
155,1,1,1,1,1
156,0,0,0,0,0
157,0,0,0,1,1
158,0,0,0,0,0
159,1,0,1,0,0
160,1,1,1,0,0
161,1,1,1,0,0
162,1,0,0,1,1
163,0,0,1,0,0
164,0,0,1,1,1
165,0,0,0,0,0
166,1,1,0,0,0
167,0,0,0,1,1
168,0,1,0,0,0
169,0,0,1,1,1
170,1,0,0,1,1
171,0,1,0,0,0
172,0,0,0,0,0
173,0,1,1,1,1
174,1,1,0,0,0
175,0,0,0,0,0
176,0,0,1,0,0
177,0,0,1,0,0
178,1,1,1,0,0
179,1,0,1,0,0
180,1,0,1,1,1
181,1,0,0,0,0
182,0,0,0,0,0
183,0,1,1,1,1
184,1,0,0,1,1
185,0,1,0,1,1
186,1,1,1,0,0
187,1,1,0,1,1
188,0,1,1,1,1
189,1,1,0,1,1
190,0,1,1,1,1
191,0,0,1,1,1
192,1,1,1,1,1
193,1,0,0,1,1
194,0,1,0,0,0
195,1,0,0,0,0
196,0,1,0,1,1
197,0,0,1,1,1
198,0,0,1,1,1
199,1,0,0,1,1
200,0,1,0,1,1
201,0,0,0,1,1
202,1,1,1,1,1
203,1,0,0,0,0
204,1,1,1,0,0
205,0,1,1,0,0
206,0,1,1,0,0
207,0,0,1,1,1
208,0,1,0,1,1
209,0,1,0,1,1
210,1,1,1,1,1
211,0,1,0,1,1
212,0,1,0,0,0
213,0,0,0,1,1
214,0,0,1,1,1
215,0,1,0,0,0
216,0,0,1,0,0
217,0,1,1,1,1
218,0,0,0,0,0
219,1,1,0,0,0
220,0,0,0,0,0
221,0,0,0,1,1
222,0,0,1,0,0
223,0,0,0,1,1
224,1,1,1,1,1
225,1,1,1,0,0
226,0,0,1,0,0
227,0,1,0,0,0
228,1,0,1,0,0
229,1,1,0,0,0
230,0,1,1,0,0
231,0,0,0,0,0
232,0,1,0,1,1
233,1,1,1,1,1
234,1,0,0,0,0
235,0,0,0,1,1
236,0,0,0,1,1
237,0,0,0,1,1
238,1,1,0,0,0
239,0,1,0,0,0
240,1,1,0,0,0
241,0,0,1,0,0
242,1,0,0,0,0
243,0,1,1,0,0
244,0,1,0,0,0
245,0,1,0,0,0
246,1,1,0,0,0
247,1,1,0,1,1
248,0,0,1,1,1
249,1,1,0,1,1
250,0,0,1,0,0
251,1,1,0,0,0
252,1,0,0,0,0
253,1,1,0,1,1
254,0,0,0,1,1
255,1,0,1,0,0
256,1,0,0,0,0
257,0,0,0,1,1
258,1,0,0,1,1
259,0,1,1,0,0
260,0,1,0,0,0
261,0,0,0,1,1
262,1,0,1,0,0
263,0,0,0,1,1
264,0,1,1,1,1
265,1,0,0,1,1
266,0,0,0,0,0
267,0,0,1,1,1
268,1,0,0,0,0
269,1,0,0,0,0
270,0,1,1,0,0
271,0,0,1,0,0
272,0,1,1,1,1
273,0,1,0,1,1
274,0,0,0,1,1
275,1,0,0,0,0
276,0,0,0,1,1
277,0,0,0,0,0
278,1,1,1,0,0
279,0,0,1,0,0
280,0,0,0,1,1
281,0,1,0,0,0
282,0,1,0,1,1
283,0,0,0,1,1
284,1,0,1,0,0
285,1,0,1,1,1
286,1,1,1,0,0
287,1,1,1,0,0
288,1,0,0,1,1
289,0,1,1,1,1
290,0,1,1,0,0
291,0,0,1,1,1
292,0,1,0,0,0
293,1,1,0,1,1
294,0,0,0,0,0
295,0,1,1,0,0
296,0,1,0,1,1
297,0,0,1,1,1
298,1,1,0,0,0
299,0,0,1,1,1
300,1,0,0,0,0
301,0,0,1,0,0
302,0,0,0,0,0
303,1,1,1,1,1
304,1,0,0,0,0
305,1,0,0,0,0
306,1,0,1,0,0
307,0,1,0,1,1
308,0,1,0,0,0
309,1,1,0,0,0
310,0,0,0,0,0
311,0,0,1,0,0
312,1,0,0,0,0
313,1,0,1,0,0
314,0,1,0,0,0
315,0,0,1,0,0
316,1,1,1,0,0
317,1,0,0,0,0
318,1,0,0,1,1
319,1,1,1,0,0
320,0,1,1,0,0
321,1,0,0,0,0
322,1,1,1,1,1
323,0,0,0,0,0
324,0,0,0,1,1
325,1,0,0,0,0
326,1,0,1,0,0
327,1,0,0,1,1
328,1,1,1,0,0
329,0,0,1,1,1
330,0,1,1,0,0
331,1,0,1,0,0
332,0,0,0,1,1
333,0,0,0,0,0
334,0,0,1,0,0
335,0,0,1,1,1
336,0,0,0,0,0
337,0,1,0,0,0
338,0,1,0,0,0
339,0,1,0,1,1
340,0,1,1,0,0
341,0,0,1,1,1
342,0,1,0,1,1
343,0,1,0,1,1
344,0,1,0,1,1
345,0,1,1,0,0
346,1,0,0,0,0
347,1,0,1,1,1
348,1,1,1,1,1
349,0,0,0,0,0
350,0,1,0,0,0
351,1,1,0,1,1
352,0,0,0,1,1
353,0,0,0,1,1
354,0,0,0,0,0
355,1,1,1,0,0
356,1,1,0,1,1
357,1,0,1,0,0
358,0,0,0,0,0
359,0,0,1,1,1
360,1,0,0,0,0
361,1,1,1,1,1
362,1,0,1,1,1
363,0,0,1,0,0
364,1,1,1,0,0
365,0,1,1,0,0
366,0,0,1,1,1
367,0,0,0,1,1
368,1,0,1,0,0
369,0,0,1,0,0
370,1,0,1,0,0
371,0,1,1,0,0
372,1,1,0,1,1
373,0,1,0,0,0
374,1,0,0,1,1
375,1,0,0,1,1
376,1,0,0,0,0
377,0,1,1,0,0
378,1,0,0,0,0
379,0,0,0,0,0
380,1,1,1,1,1
381,0,1,1,1,1
382,1,0,1,0,0
383,0,1,1,1,1
384,0,0,1,0,0
385,1,1,0,0,0
386,1,0,0,1,1
387,1,1,1,0,0
388,1,0,1,0,0
389,1,0,0,1,1
390,0,0,0,1,1
391,1,1,1,0,0
392,0,0,1,1,1
393,1,0,1,0,0
394,0,1,1,0,0
395,0,0,0,0,0
396,0,0,0,0,0
397,0,1,1,1,1
398,0,0,1,0,0
399,1,1,1,0,0
400,0,0,1,0,0
401,0,1,0,1,1
402,1,1,1,0,0
403,0,0,1,1,1
404,1,1,1,0,0
405,1,0,1,0,0
406,1,0,1,0,0
407,0,1,1,1,1
408,0,1,1,0,0
409,1,0,1,1,1
410,1,0,0,1,1
411,0,0,0,0,0
412,1,0,1,0,0
413,1,0,0,0,0
414,0,0,0,1,1
415,1,0,0,0,0
416,0,0,0,0,0
417,1,1,1,0,0
418,0,0,1,1,1
419,0,0,1,0,0
420,1,1,1,1,1
421,0,0,1,1,1
422,0,1,1,1,1
423,1,1,1,0,0
424,1,1,1,0,0
425,1,0,0,0,0
426,0,0,0,1,1
427,1,1,1,1,1
428,0,0,0,0,0
429,0,1,1,1,1
430,0,0,1,1,1
431,1,0,1,0,0
432,1,0,1,0,0
433,0,0,1,1,1
434,0,0,0,1,1
435,1,0,0,0,0
436,1,0,1,0,0
437,0,0,0,0,0
438,0,0,1,1,1
439,0,0,1,0,0
440,0,1,1,1,1
441,1,1,0,0,0
442,0,0,1,1,1
443,1,1,1,0,0
444,0,1,1,1,1
445,0,0,0,1,1
446,0,1,0,0,0
447,1,0,1,0,0
448,0,1,1,0,0
449,0,0,0,0,0
450,1,0,0,0,0
451,0,0,0,0,0
452,0,1,1,1,1
453,0,1,1,0,0
454,0,1,1,0,0
455,0,1,0,0,0
456,1,0,1,0,0
457,0,0,0,0,0
458,1,0,0,0,0
459,0,1,0,1,1
460,1,0,0,0,0
461,1,1,1,1,1
462,1,1,0,0,0
463,0,0,0,1,1
464,1,0,0,0,0
465,1,0,0,0,0
466,1,0,0,0,0
467,0,0,1,0,0
468,1,1,1,0,0
469,0,0,0,0,0
470,0,0,1,1,1
471,1,1,0,1,1
472,0,1,1,1,1
473,0,1,0,0,0
474,1,1,0,1,1
475,0,1,0,0,0
476,0,1,1,1,1
477,1,1,1,0,0
478,1,0,0,0,0
479,0,0,1,0,0
480,1,1,0,1,1
481,1,0,0,0,0
482,1,1,1,1,1
483,0,1,0,1,1
484,0,0,1,1,1
485,0,0,1,1,1
486,0,0,0,0,0
487,1,1,0,1,1
488,0,1,0,0,0
489,0,0,1,0,0
490,1,0,0,0,0
491,0,0,1,1,1
492,0,0,0,0,0
493,0,0,0,1,1
494,0,1,1,0,0
495,0,1,1,0,0
496,0,0,1,1,1
497,0,0,0,1,1
498,0,1,1,1,1
499,0,0,0,0,0
500,1,1,1,0,0
501,1,1,1,1,1
502,0,0,0,1,1
503,0,0,0,1,1
504,0,0,0,1,1
505,0,0,0,1,1
506,1,1,0,1,1
507,0,0,0,0,0
508,0,0,0,0,0
509,1,1,1,0,0
510,1,1,0,1,1
511,1,0,1,1,1
512,0,0,1,0,0
513,0,1,0,1,1
514,1,1,1,1,1
515,0,0,0,0,0
516,1,1,1,1,1
517,0,1,1,1,1
518,0,0,1,0,0
519,0,0,0,0,0
520,0,0,1,1,1
521,1,1,1,1,1
522,1,1,0,1,1
523,0,0,0,0,0
524,1,0,0,0,0
525,0,1,1,1,1
526,1,0,1,1,1
527,1,0,1,0,0
528,1,1,0,0,0
529,1,0,0,1,1
530,0,0,0,0,0
531,1,1,1,0,0
532,1,1,1,1,1
533,0,0,1,1,1
534,1,1,0,1,1
535,0,0,0,0,0
536,0,1,0,0,0
537,1,1,0,1,1
538,0,1,1,1,1
539,1,0,1,0,0
540,0,1,1,0,0
541,1,1,1,1,1
542,1,1,1,1,1
543,1,0,1,0,0
544,0,0,0,0,0
545,0,0,1,0,0
546,1,0,0,0,0
547,0,1,0,1,1
548,0,0,1,1,1
549,0,0,0,0,0
550,0,0,1,1,1
551,1,1,1,1,1
552,0,0,0,0,0
553,1,0,1,0,0
554,0,0,1,0,0
555,0,1,1,1,1
556,1,0,1,1,1
557,0,0,0,0,0
558,1,1,1,0,0
559,1,1,0,0,0
560,0,0,1,0,0
561,1,0,0,0,0
562,1,0,1,1,1
563,1,0,0,0,0
564,0,0,0,0,0
565,1,0,0,0,0
566,1,0,1,0,0
567,1,0,0,1,1
568,1,1,1,1,1
569,0,1,0,0,0
570,0,0,0,1,1
571,0,0,0,0,0
572,0,0,0,0,0
573,0,0,0,1,1
574,0,0,1,0,0
575,0,0,0,0,0
576,0,1,1,0,0
577,1,1,1,1,1
578,1,0,1,0,0
579,0,0,0,1,1
580,1,0,0,0,0
581,1,0,1,0,0
582,1,0,0,1,1
583,1,1,1,1,1
584,0,0,1,1,1
585,0,0,1,0,0
586,0,0,1,1,1
587,0,0,0,0,0
588,0,1,1,0,0
589,1,0,1,0,0
590,0,0,0,1,1
591,0,0,1,0,0
592,0,1,0,1,1
593,0,0,0,0,0
594,0,0,1,0,0
595,1,1,0,1,1
596,1,0,0,1,1
597,0,0,1,0,0
598,1,0,1,1,1
599,1,1,0,1,1
600,0,0,1,1,1
601,1,0,1,1,1
602,1,0,0,0,0
603,0,1,1,0,0
604,0,1,1,0,0
605,0,0,0,1,1
606,0,0,1,0,0
607,0,1,1,0,0
608,0,1,1,1,1
609,0,1,0,0,0
610,1,0,0,0,0
611,1,1,1,0,0
612,1,1,1,1,1
613,0,0,1,1,1
614,0,1,0,1,1
615,1,0,0,0,0
616,1,0,1,0,0
617,1,0,0,1,1
618,1,1,1,0,0
619,0,0,0,0,0
620,0,1,1,0,0
621,1,0,0,1,1
622,0,1,1,1,1
623,0,0,0,0,0
624,0,0,1,1,1
625,0,0,1,0,0
626,0,0,0,0,0
627,0,0,0,1,1
628,0,1,0,1,1
629,0,0,0,0,0
630,0,0,0,1,1
631,1,0,1,0,0
632,0,1,0,0,0
633,0,0,0,1,1
634,0,1,1,0,0
635,0,0,0,1,1
636,0,0,1,1,1
637,1,0,1,0,0
638,0,1,0,1,1
639,0,0,0,0,0
640,0,0,1,1,1
641,1,1,1,1,1
642,1,1,1,1,1
643,1,0,1,1,1
644,1,1,1,1,1
645,0,0,0,0,0
646,0,1,1,1,1
647,1,1,1,1,1
648,1,1,1,0,0
649,0,1,1,1,1
650,1,1,1,1,1
651,0,1,0,0,0
652,0,0,0,1,1
653,1,1,1,1,1
654,1,0,0,0,0
655,1,0,0,0,0
656,1,1,1,0,0
657,1,1,0,0,0
658,1,0,1,0,0
659,1,1,0,1,1
660,1,0,1,0,0
661,0,0,0,1,1
662,0,0,1,1,1
663,1,1,1,0,0
664,0,0,0,0,0
665,0,0,1,0,0
666,1,1,1,0,0
667,1,1,0,0,0
668,1,0,1,0,0
669,0,1,0,1,1
670,0,1,0,0,0
671,1,1,1,0,0
672,1,0,1,0,0
673,1,1,1,1,1
674,1,0,0,0,0
675,0,0,1,1,1
676,0,1,1,0,0
677,0,0,1,1,1
678,0,0,0,1,1
679,1,1,0,1,1
680,0,0,1,1,1
681,0,1,1,1,1
682,0,0,1,1,1
683,0,1,1,1,1
684,1,0,1,0,0
685,0,0,1,0,0
686,0,1,1,0,0
687,1,0,1,1,1
688,0,0,1,0,0
689,1,0,0,1,1
690,0,0,0,1,1
691,1,0,0,0,0
692,0,1,0,1,1
693,0,1,1,1,1
694,0,1,1,1,1
695,1,0,0,0,0
696,1,1,1,0,0
697,0,0,0,0,0
698,0,0,0,1,1
699,0,0,0,0,0
700,0,0,1,1,1
701,1,1,0,1,1
702,1,0,1,1,1
703,1,1,1,0,0
704,0,0,1,1,1
705,0,0,0,0,0
706,1,1,1,1,1
707,1,1,0,0,0
708,1,1,0,0,0
709,0,1,0,1,1
710,1,0,0,0,0
711,0,1,1,0,0
712,0,0,0,0,0
713,0,0,0,0,0
714,1,0,1,1,1
715,0,0,1,0,0
716,1,0,1,0,0
717,1,0,1,0,0
718,1,0,1,1,1
719,0,1,1,1,1
720,0,1,0,1,1
721,0,1,0,0,0
722,1,0,0,1,1
723,0,1,0,0,0
724,0,1,1,0,0
725,0,1,0,1,1
726,1,1,0,0,0
727,1,1,1,0,0
728,1,0,0,1,1
729,1,0,1,0,0
730,0,0,0,1,1
731,1,1,1,1,1
732,0,1,0,1,1
733,0,0,0,0,0
734,0,0,1,0,0
735,0,1,1,0,0
736,0,0,0,0,0
737,0,0,0,1,1
738,0,1,0,0,0
739,1,0,0,0,0
740,0,0,0,1,1
741,1,1,0,1,1
742,1,1,1,0,0
743,0,0,0,0,0
744,0,1,1,1,1
745,0,0,1,0,0
746,0,0,0,1,1
747,1,0,0,0,0
748,1,0,0,1,1
749,0,0,0,1,1
750,0,1,0,1,1
751,1,0,0,0,0
752,0,1,0,1,1
753,0,0,1,1,1
754,0,1,0,1,1
755,1,0,1,0,0
756,0,1,0,1,1
757,0,0,0,1,1
758,0,0,0,0,0
759,0,0,1,1,1
760,1,1,1,0,0
761,0,0,0,0,0
762,1,0,0,1,1
763,0,0,1,0,0
764,0,0,1,0,0
765,1,1,0,0,0
766,0,0,1,0,0
767,0,0,1,1,1
768,0,0,0,1,1
769,0,0,1,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,0,0,0,0,0
773,0,0,0,0,0
774,1,1,1,1,1
775,1,1,1,0,0
776,0,0,0,1,1
777,0,0,1,1,1
778,0,0,1,0,0
779,0,0,0,1,1
780,1,0,1,0,0
781,0,1,1,1,1
782,1,1,1,0,0
783,0,1,1,0,0
784,1,1,0,0,0
785,1,1,0,0,0
786,1,1,0,1,1
787,0,0,1,0,0
788,0,0,0,1,1
789,0,0,1,0,0
790,1,1,1,0,0
791,0,0,1,0,0
792,1,0,1,0,0
793,0,1,1,0,0
794,0,0,1,0,0
795,0,0,1,1,1
796,0,1,0,0,0
797,0,0,0,1,1
798,0,0,0,0,0
799,1,1,1,1,1
800,1,0,1,1,1
801,0,1,1,0,0
802,0,0,0,1,1
803,1,1,1,0,0
804,1,0,1,0,0
805,0,1,1,0,0
806,1,0,0,1,1
807,0,0,0,0,0
808,1,0,0,0,0
809,0,1,0,0,0
810,0,1,1,1,1
811,1,1,0,1,1
812,1,1,0,1,1
813,1,0,0,1,1
814,1,0,0,0,0
815,1,0,0,1,1
816,0,1,0,1,1
817,0,0,0,1,1
818,1,0,0,1,1
819,0,1,1,1,1
820,0,1,1,1,1
821,0,0,1,0,0
822,0,1,1,1,1
823,0,1,1,0,0
824,0,1,1,0,0
825,0,1,0,1,1
826,0,0,0,1,1
827,0,0,0,1,1
828,0,1,1,1,1
829,1,0,0,0,0
830,0,0,0,0,0
831,1,1,0,0,0
832,1,0,0,0,0
833,0,0,0,1,1
834,1,1,0,1,1
835,0,0,1,0,0
836,0,0,1,0,0
837,1,1,0,0,0
838,1,0,0,0,0
839,0,0,0,1,1
840,1,0,0,0,0
841,1,1,1,0,0
842,0,1,1,1,1
843,0,1,0,0,0
844,0,0,1,0,0
845,0,0,1,0,0
846,0,0,1,1,1
847,0,1,1,0,0
848,0,1,0,0,0
849,0,0,0,1,1
850,1,0,1,0,0
851,0,0,0,0,0
852,0,1,1,0,0
853,0,0,0,1,1
854,0,0,0,0,0
855,1,1,1,1,1
856,0,0,1,1,1
857,0,0,1,1,1
858,1,1,1,1,1
859,1,0,0,0,0
860,1,0,1,1,1
861,0,0,1,0,0
862,1,1,1,1,1
863,0,0,1,1,1
864,0,0,0,0,0
865,0,0,1,1,1
866,0,0,1,0,0
867,1,0,0,0,0
868,1,1,0,0,0
869,0,1,1,1,1
870,0,0,1,1,1
871,1,0,1,1,1
872,1,0,1,1,1
873,1,0,1,1,1
874,1,1,0,0,0
875,1,1,0,0,0
876,0,0,1,0,0
877,0,1,1,0,0
878,0,0,1,1,1
879,0,0,1,1,1
880,0,0,1,1,1
881,0,0,0,1,1
882,0,0,0,1,1
883,1,0,0,1,1
884,0,1,1,0,0
885,0,1,0,0,0
886,0,1,0,0,0
887,0,1,0,0,0
888,1,0,0,0,0
889,0,0,1,1,1
890,1,1,1,0,0
891,0,1,1,1,1
892,0,0,1,0,0
893,0,0,0,0,0
894,0,0,0,1,1
895,0,0,0,0,0
896,0,0,1,0,0
897,0,0,0,0,0
898,0,1,0,0,0
899,1,1,0,0,0
900,1,0,0,1,1
901,0,0,0,1,1
902,1,0,0,1,1
903,0,0,1,1,1
904,0,0,1,0,0
905,1,1,0,0,0
906,0,1,0,0,0
907,1,1,1,1,1
908,0,1,1,0,0
909,0,0,1,1,1
910,0,1,1,1,1
911,0,1,0,1,1
912,1,1,1,0,0
913,0,1,1,0,0
914,1,0,0,1,1
915,1,0,0,0,0
916,0,0,0,0,0
917,1,1,1,1,1
918,0,1,1,1,1
919,0,1,1,1,1
920,0,0,1,0,0
921,0,1,1,0,0
922,0,0,0,1,1
923,0,0,1,0,0
924,1,0,1,0,0
925,1,0,0,0,0
926,0,0,1,0,0
927,0,0,1,0,0
928,1,1,1,0,0
929,0,1,0,0,0
930,1,0,1,1,1
931,1,1,0,1,1
932,0,0,0,1,1
933,0,1,1,0,0
934,0,0,1,0,0
935,0,1,0,1,1
936,0,1,1,1,1
937,1,0,0,0,0
938,0,1,0,1,1
939,0,0,0,0,0
940,0,0,0,0,0
941,0,0,0,0,0
942,0,0,1,1,1
943,0,0,1,1,1
944,1,1,1,0,0
945,0,1,1,0,0
946,1,0,0,0,0
947,0,1,1,0,0
948,1,0,1,1,1
949,1,1,1,1,1
950,1,0,0,0,0
951,1,1,1,0,0
952,0,0,1,1,1
953,0,0,1,1,1
954,0,0,0,0,0
955,0,0,0,0,0
956,0,1,1,1,1
957,1,0,1,0,0
958,0,0,0,0,0
959,1,0,0,0,0
960,1,0,1,0,0
961,1,0,1,0,0
962,1,1,0,0,0
963,1,0,0,0,0
964,0,0,0,0,0
965,1,1,1,1,1
966,1,1,0,0,0
967,0,1,0,0,0
968,0,0,1,1,1
969,0,0,1,0,0
970,1,0,1,1,1
971,0,1,0,1,1
972,0,0,0,1,1
973,1,1,1,0,0
974,0,0,0,0,0
975,0,0,0,1,1
976,0,1,1,0,0
977,0,0,0,0,0
978,1,1,0,0,0
979,0,1,1,1,1
980,1,1,1,1,1
981,0,0,0,1,1
982,0,0,0,1,1
983,0,0,1,0,0
984,0,0,1,1,1
985,0,0,0,0,0
986,0,0,0,0,0
987,1,0,1,0,0
988,1,0,0,0,0
989,1,0,1,0,0
990,0,0,0,0,0
991,1,1,1,0,0
992,1,1,1,0,0
993,0,0,1,1,1
994,0,1,0,0,0
995,1,0,0,0,0
996,0,0,1,0,0
997,0,0,1,1,1
998,0,1,1,0,0
999,0,1,1,0,0
