,A1,A2,A3,A4,A5,A6,A7
75,1,1,0,1,1,1,1
76,1,1,1,0,1,1,1
77,0,1,1,0,1,1,1
78,1,0,1,1,1,1,1
79,1,1,1,1,1,1,1
80,1,1,1,1,1,0,1
81,1,1,1,1,1,0,1
82,1,1,1,1,1,1,1
83,1,1,1,1,1,0,1
84,1,1,1,1,1,1,1
85,1,1,1,1,1,1,1
86,1,1,1,1,1,1,1
87,0,1,1,1,1,1,1
88,0,1,1,1,1,1,1
89,1,1,1,1,0,1,1
90,0,1,1,0,1,1,1
91,1,0,1,0,1,1,1
92,1,1,1,1,1,1,1
93,1,0,1,1,1,1,0
94,0,0,0,1,1,1,1
95,1,1,1,1,1,1,1
96,1,1,1,1,1,1,0
97,0,1,1,1,1,1,1
98,1,1,1,0,1,1,1
99,1,1,1,1,0,1,1
100,0,1,1,1,1,1,1
101,1,0,1,1,1,1,1
102,0,1,0,1,1,1,0
103,1,1,0,1,1,1,1
104,1,0,0,1,0,1,1
105,0,1,1,1,1,1,1
106,1,1,1,1,1,1,1
107,1,0,0,1,1,1,1
108,0,1,1,1,1,1,1
109,0,0,0,0,1,1,1
110,1,1,1,1,1,1,1
111,1,1,1,1,1,1,1
112,1,1,1,1,1,1,1
113,1,1,1,1,0,1,1
114,1,1,1,1,1,1,1
115,1,1,1,1,1,1,0
116,1,1,1,1,1,1,1
117,1,0,1,1,0,1,1
118,1,1,1,1,1,0,0
119,1,1,1,1,1,1,1
120,1,1,1,1,1,1,1
121,1,1,1,1,1,1,1
122,1,1,0,1,1,1,1
123,1,1,1,1,1,0,1
124,1,1,1,1,1,1,0
125,1,1,1,1,1,0,1
126,0,1,1,1,1,1,1
127,1,0,1,0,1,1,1
128,1,1,1,1,1,1,1
129,1,1,1,0,0,1,1
130,1,0,0,1,0,1,0
131,1,1,1,1,1,1,1
132,1,0,1,1,1,1,0
133,1,1,1,1,1,1,1
134,1,1,1,1,1,1,1
135,1,1,1,1,1,0,1
136,0,1,0,1,1,1,1
137,0,0,1,1,1,1,1
138,0,1,0,0,1,1,1
139,1,1,1,1,1,1,1
140,1,1,1,1,0,1,0
141,1,1,1,1,1,1,1
142,1,1,1,1,1,1,1
143,0,0,1,0,1,1,1
144,1,1,1,1,1,0,0
145,1,1,1,1,1,0,1
146,1,0,1,1,0,1,1
147,1,1,1,1,1,1,1
148,1,1,0,1,1,1,1
149,1,1,1,1,1,1,1
150,0,1,1,1,1,1,1
151,1,1,1,1,1,1,0
152,1,1,1,1,1,1,1
153,0,1,1,1,1,0,1
154,1,1,1,1,1,1,1
155,1,1,1,0,1,1,1
156,0,1,1,0,0,1,1
157,1,1,1,1,1,1,1
158,0,1,1,0,1,0,1
159,1,1,1,1,1,1,1
160,1,1,1,1,1,1,1
161,1,1,1,1,1,1,1
162,1,1,1,1,1,1,1
163,1,1,0,0,1,0,0
164,1,1,0,1,1,1,1
165,1,1,0,1,1,1,1
166,0,1,0,1,1,0,1
167,1,1,1,1,1,1,1
168,1,0,1,1,1,1,1
169,1,0,0,1,1,1,1
170,1,1,0,0,0,1,1
171,1,1,0,1,1,1,1
172,1,1,1,1,1,1,1
173,1,1,1,1,1,1,1
174,1,1,1,1,1,1,1
175,1,1,1,0,1,0,1
176,0,1,1,1,1,1,1
177,1,1,0,1,1,1,1
178,1,0,1,1,1,1,1
179,1,1,0,0,0,1,1
180,1,1,1,1,1,1,1
181,1,1,1,1,1,1,1
182,1,1,1,1,1,1,1
183,1,0,1,1,1,0,1
184,1,1,1,0,1,1,1
185,1,1,1,1,1,1,1
186,0,1,1,1,1,0,1
187,1,1,0,1,0,1,1
188,1,1,1,1,1,1,0
189,1,1,1,1,1,1,1
190,1,1,1,1,1,1,1
191,1,0,1,1,1,1,1
192,0,1,1,1,1,1,1
193,1,1,1,1,1,1,1
194,1,1,1,1,1,1,1
195,1,1,1,1,1,0,1
196,1,1,0,1,1,1,1
197,1,1,1,1,1,1,1
198,1,1,1,1,1,1,1
199,1,1,1,0,1,1,0
200,1,0,1,1,1,1,1
201,1,1,1,1,1,1,1
202,1,1,1,1,1,1,1
203,1,1,1,1,1,1,1
204,1,1,1,1,1,1,1
205,1,1,1,1,1,1,1
206,0,0,1,0,0,0,1
207,1,0,1,0,0,0,1
208,1,1,1,1,1,1,1
209,1,1,1,1,1,1,0
210,0,1,0,1,1,1,1
211,1,0,0,1,0,1,1
212,0,1,1,1,1,1,1
213,0,1,1,1,1,1,0
214,1,1,1,1,1,1,0
215,1,1,1,0,0,1,1
216,1,1,0,1,1,1,1
217,1,0,1,0,1,1,0
218,1,1,1,1,1,0,1
219,0,1,1,1,1,1,0
220,1,0,0,1,1,1,0
221,1,1,0,1,1,1,1
222,1,1,0,1,0,1,1
223,1,1,1,0,1,1,1
224,1,1,1,1,1,1,1
225,1,1,1,1,0,0,1
226,1,1,1,1,1,1,0
227,1,1,1,1,1,0,1
228,1,1,0,1,1,0,0
229,1,1,1,0,1,1,1
230,1,1,1,1,1,1,0
231,0,0,1,1,1,1,1
232,1,1,1,1,1,1,1
233,1,0,1,1,1,0,1
234,0,1,0,0,1,0,1
235,1,1,1,1,1,1,1
236,1,1,1,1,1,1,1
237,0,1,0,1,1,1,1
238,1,1,1,1,1,1,1
239,1,1,1,1,1,1,1
240,1,1,1,1,1,1,1
241,1,1,1,1,1,0,0
242,1,0,1,1,1,1,1
243,0,0,0,1,1,1,1
244,1,1,1,1,1,0,1
245,0,1,1,1,1,1,1
246,1,1,1,1,1,1,1
247,1,1,1,1,1,1,1
248,1,1,1,1,1,1,1
249,1,1,0,1,1,1,1
250,1,1,1,1,1,1,1
251,1,1,1,1,1,1,1
252,1,1,1,1,1,1,1
253,1,1,1,1,1,0,1
254,1,1,1,1,0,1,0
255,0,0,0,1,1,1,1
256,1,1,1,1,1,0,1
257,1,0,1,1,1,1,0
258,1,0,1,1,1,1,1
259,1,1,1,1,1,1,1
260,0,1,1,1,0,1,1
261,1,1,1,1,1,1,1
262,0,1,1,1,1,1,1
263,1,1,1,1,1,1,1
264,0,1,1,1,1,1,0
265,1,1,1,1,1,1,1
266,1,1,1,0,1,1,1
267,1,1,1,1,1,1,1
268,1,0,1,1,1,1,1
269,1,1,1,0,1,1,1
270,1,1,0,1,0,1,1
271,1,1,0,1,1,1,1
272,1,1,1,0,1,1,1
273,1,1,1,1,1,1,1
274,1,1,1,0,1,1,1
275,1,1,0,1,1,1,1
276,0,0,1,1,1,1,1
277,1,1,1,1,1,1,0
278,1,1,1,1,1,1,1
279,1,1,0,1,1,0,1
280,1,1,1,1,1,1,1
281,1,1,1,1,1,1,1
282,1,1,1,1,1,1,1
283,0,1,1,1,1,1,1
284,1,1,1,0,1,0,1
285,1,1,1,1,1,1,1
286,1,0,1,1,1,1,0
287,0,1,1,1,1,0,0
288,1,1,1,1,1,1,1
289,0,1,1,1,1,1,1
290,1,1,1,1,1,1,1
291,1,1,1,1,1,1,1
292,1,1,1,1,1,1,1
293,1,1,0,1,0,0,1
294,0,1,1,1,1,1,1
295,0,1,1,1,1,0,0
296,1,1,1,0,1,1,1
297,0,1,1,1,1,0,1
298,1,1,1,1,1,1,0
299,1,1,0,1,0,1,1
300,0,1,1,1,1,1,0
301,0,1,1,1,1,1,0
302,0,0,1,1,1,1,1
303,1,1,1,1,1,1,1
304,1,1,1,1,1,1,1
305,1,1,1,1,1,1,1
306,1,1,1,1,1,1,1
307,1,1,1,1,1,1,1
308,1,1,1,1,1,1,1
309,1,1,1,1,1,1,1
310,1,1,1,1,1,1,1
311,1,1,1,0,0,1,1
312,1,1,1,1,1,1,1
313,1,1,0,1,0,1,0
314,1,1,0,1,1,1,1
315,1,1,1,1,0,1,1
316,1,1,1,1,1,1,1
317,1,1,1,1,1,1,1
318,1,0,1,0,1,1,0
319,0,1,1,0,1,0,1
320,1,1,1,1,1,1,1
321,0,1,1,1,1,1,0
322,1,1,1,1,1,1,1
323,1,0,1,1,1,1,1
324,1,1,1,1,1,1,1
325,1,1,1,1,1,1,1
326,0,1,1,1,1,1,1
327,1,1,1,1,1,1,1
328,1,1,1,1,1,1,1
329,1,1,1,1,1,1,1
330,1,0,1,0,1,1,1
331,1,1,1,0,1,1,1
332,1,1,1,1,1,1,1
333,1,0,1,0,1,0,1
334,1,1,1,1,1,1,1
335,0,0,1,1,1,1,1
336,0,1,1,1,1,1,1
337,1,1,1,1,1,1,1
338,1,1,1,1,1,1,1
339,1,1,1,1,1,1,1
340,1,0,0,1,1,0,1
341,1,1,1,1,1,1,1
342,0,1,1,1,1,0,1
343,0,1,1,1,1,1,0
344,1,1,1,1,1,1,1
345,1,1,1,1,1,1,1
346,1,1,1,1,1,1,1
347,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1
349,1,1,1,0,1,1,1
350,0,1,1,1,0,1,1
351,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1
353,0,1,1,1,1,1,1
354,1,1,1,1,1,1,1
355,1,1,1,1,1,1,0
356,1,1,1,1,1,1,1
357,0,1,1,1,1,1,1
358,1,1,0,1,1,1,1
359,1,1,0,1,1,0,1
360,1,0,1,1,1,1,1
361,1,1,1,1,1,1,1
362,1,1,0,1,1,0,1
363,1,1,1,1,1,0,1
364,1,0,1,1,1,0,1
365,1,1,1,1,1,1,1
366,1,1,1,1,1,1,1
367,1,0,0,1,1,1,1
368,1,0,1,1,1,1,1
369,0,1,0,1,1,1,0
370,1,1,1,0,1,1,1
371,1,1,1,1,1,1,0
372,1,1,1,0,1,1,1
373,1,1,1,1,1,1,1
374,0,0,0,1,0,0,1
375,0,1,1,1,1,1,0
376,1,1,1,1,1,1,1
377,0,1,1,0,1,1,1
378,0,1,1,1,1,1,1
379,1,0,1,1,1,1,0
380,1,1,1,1,1,1,0
381,0,0,1,1,1,1,0
382,1,1,0,0,1,1,1
383,1,0,1,1,1,1,1
384,1,1,0,1,1,1,1
385,1,1,1,0,1,1,1
386,1,1,1,1,1,1,1
387,1,1,1,1,1,1,1
388,1,1,1,1,1,0,1
389,1,1,1,1,1,1,1
390,1,1,0,1,1,1,1
391,1,1,1,1,1,0,1
392,1,1,1,0,1,1,1
393,1,1,1,1,1,1,1
394,1,1,1,1,1,1,1
395,1,1,0,1,1,1,1
396,0,1,1,1,0,1,1
397,1,1,1,0,1,0,1
398,1,1,1,1,1,1,0
399,1,1,1,1,1,1,1
400,1,1,1,1,1,1,1
401,0,1,1,1,1,1,1
402,1,1,1,1,1,1,0
403,1,1,1,1,1,1,1
404,0,1,1,0,1,1,1
405,1,1,1,0,1,1,1
406,1,0,1,1,0,1,1
407,1,1,1,1,1,1,1
408,1,0,1,1,1,1,1
409,0,1,1,1,1,1,1
410,1,1,1,0,0,1,1
411,0,1,0,1,1,1,1
412,0,1,1,1,1,0,1
413,1,1,1,1,1,0,1
414,1,0,1,0,1,1,1
415,1,0,1,1,1,0,1
416,1,1,1,1,1,1,1
417,1,1,1,1,1,1,1
418,1,0,1,1,1,1,1
419,1,1,1,1,1,1,1
420,1,0,1,1,1,1,1
421,1,1,1,1,1,1,1
422,1,1,1,1,1,1,1
423,1,1,1,0,1,1,0
424,1,1,1,1,0,0,0
425,1,1,1,1,0,0,1
426,0,1,1,1,1,1,1
427,1,0,1,1,1,1,1
428,1,1,1,1,1,1,1
429,1,1,1,1,1,1,0
430,1,1,1,1,1,1,1
431,1,0,1,1,1,1,0
432,1,1,1,1,1,1,1
433,1,1,1,1,1,1,1
434,1,1,0,1,1,1,1
435,0,0,0,1,0,0,1
436,1,1,1,1,1,1,1
437,1,1,1,1,1,1,1
438,1,1,1,1,1,1,1
439,1,1,1,1,1,1,1
440,1,1,1,1,1,1,1
441,0,1,1,1,1,1,1
442,0,0,1,1,1,1,0
443,1,1,1,1,0,1,1
444,1,1,0,1,1,1,0
445,1,1,1,0,1,1,1
446,0,1,1,1,1,1,1
447,1,0,1,1,1,1,0
448,1,1,0,1,1,1,1
449,1,1,1,1,1,1,1
450,0,0,0,1,1,1,1
451,1,1,1,1,1,1,1
452,1,1,1,1,1,1,1
453,1,1,1,1,1,1,1
454,1,1,1,1,1,1,1
455,1,1,1,1,1,1,1
456,0,1,1,1,1,1,1
457,1,0,1,1,1,1,1
458,1,1,1,0,1,1,1
459,1,1,0,1,1,1,1
460,1,0,1,1,1,1,1
461,1,1,0,1,1,1,1
462,1,1,1,1,1,1,1
463,1,1,1,1,0,1,0
464,1,1,1,1,1,1,1
465,1,1,1,1,1,1,0
466,1,1,1,1,1,1,1
467,1,1,1,1,1,1,1
468,1,1,1,1,1,1,0
469,1,1,0,1,1,1,0
470,1,1,1,0,1,1,1
471,0,1,1,1,0,1,1
472,1,1,1,1,0,1,1
473,1,1,1,1,0,0,1
474,0,1,1,1,1,1,1
475,1,1,1,1,1,1,1
476,1,1,1,0,1,1,1
477,1,1,1,1,1,1,1
478,1,1,1,1,1,1,1
479,1,1,1,1,1,1,1
480,1,1,1,1,1,0,1
481,1,1,1,1,1,1,1
482,0,1,0,1,1,1,1
483,1,1,1,0,1,0,0
484,1,0,1,1,1,1,1
485,0,0,0,0,1,1,1
486,1,1,1,0,1,1,1
487,1,1,1,1,1,1,0
488,1,1,1,1,1,1,1
489,1,0,1,1,1,1,1
490,1,1,0,1,1,1,1
491,1,1,1,1,1,0,1
492,1,1,1,1,1,1,1
493,1,1,1,1,1,1,1
494,1,1,1,1,1,1,1
495,0,0,1,1,1,1,1
496,1,1,1,1,1,1,1
497,1,1,1,1,1,1,1
498,1,1,1,1,1,1,1
499,1,1,0,1,1,0,0
500,1,1,0,1,1,1,1
501,1,1,1,1,1,1,1
502,0,0,0,1,1,0,1
503,1,1,1,1,1,1,1
504,1,1,1,1,1,1,1
505,1,1,1,1,1,1,1
506,0,1,1,0,1,0,1
507,0,1,1,1,1,1,0
508,1,1,1,1,1,1,0
509,0,1,1,1,1,1,1
510,1,1,1,1,1,1,1
511,1,1,1,1,1,1,1
512,1,1,0,0,1,1,1
513,1,1,1,0,1,1,1
514,1,1,1,1,1,1,1
515,1,1,1,1,1,1,1
516,1,1,1,1,1,0,1
517,1,1,1,1,1,1,1
518,1,1,1,1,1,0,1
519,1,1,0,1,1,1,1
520,1,0,1,1,1,1,1
521,0,1,0,0,1,1,0
522,1,1,1,1,1,0,1
523,0,1,1,0,1,1,1
524,1,1,1,1,1,1,1
525,1,1,1,0,1,0,1
526,1,1,1,1,1,1,1
527,0,1,1,1,0,1,0
528,1,1,1,1,1,1,0
529,0,1,1,1,1,1,1
530,1,1,1,1,1,1,1
531,0,1,0,0,1,1,0
532,1,0,1,1,0,1,1
533,1,1,1,1,1,0,1
534,0,1,1,1,1,0,1
535,1,1,1,1,1,1,1
536,1,1,1,1,0,1,1
537,1,0,1,1,0,1,0
538,1,1,1,1,1,1,0
539,1,1,1,1,1,1,1
540,1,1,1,0,1,1,1
541,1,0,1,1,1,1,1
542,1,1,1,1,1,1,0
543,1,1,1,1,1,1,1
544,1,1,0,1,1,1,1
545,1,1,1,1,1,1,1
546,1,1,1,1,0,1,1
547,1,1,1,1,0,1,1
548,1,1,0,1,1,0,0
549,1,1,1,1,1,1,1
550,0,1,0,1,1,1,1
551,1,1,1,1,1,1,1
552,1,1,1,1,1,1,1
553,1,1,1,1,1,1,1
554,1,1,1,1,0,0,1
555,0,1,0,1,0,1,1
556,1,1,1,1,1,1,1
557,0,1,1,1,1,1,1
558,1,1,1,1,1,1,1
559,1,1,1,1,1,1,0
560,1,1,1,0,1,1,1
561,1,1,1,1,1,1,1
562,1,1,0,1,1,1,1
563,1,1,1,1,1,1,1
564,1,0,1,1,1,1,1
565,1,0,0,1,1,1,1
566,1,1,1,0,1,1,0
567,1,1,1,1,1,1,1
568,1,0,1,1,1,1,1
569,1,1,1,1,1,1,1
570,1,1,1,1,1,1,1
571,1,1,1,1,1,1,1
572,1,1,1,1,1,1,1
573,1,1,1,1,1,1,0
574,1,1,1,1,1,0,1
575,1,1,0,1,1,1,1
576,1,1,1,1,1,1,1
577,1,1,1,1,1,1,1
578,1,1,1,0,1,1,0
579,1,1,1,1,1,1,1
580,0,1,0,1,1,1,1
581,0,1,1,0,1,1,1
582,0,1,1,0,1,1,1
583,1,1,1,0,1,1,1
584,1,0,1,1,0,1,0
585,0,1,0,1,1,1,0
586,1,1,1,1,0,1,1
587,1,1,1,1,1,1,0
588,1,1,0,1,0,1,1
589,1,0,0,1,1,1,1
590,1,1,1,1,0,0,1
591,0,0,1,1,0,0,1
592,1,1,1,1,1,1,0
593,1,1,1,1,1,1,1
594,1,1,1,1,1,1,1
595,1,1,1,0,1,1,1
596,0,1,1,1,1,1,1
597,0,1,1,1,1,1,1
598,1,0,1,1,1,1,1
599,1,1,0,1,1,1,1
600,1,0,0,1,1,1,1
601,1,1,1,1,1,1,1
602,1,1,1,1,1,1,1
603,1,1,1,0,1,1,1
604,1,1,1,1,1,1,0
605,1,1,1,1,1,0,1
606,0,1,1,1,1,0,1
607,1,1,1,0,1,1,1
608,1,1,1,1,1,1,1
609,1,1,1,0,0,0,1
610,1,1,1,1,1,1,1
611,1,1,1,1,1,1,1
612,1,1,0,1,1,1,1
613,0,0,1,0,1,1,1
614,1,1,1,1,1,1,0
615,0,1,0,1,1,1,1
616,1,1,1,1,1,1,1
617,1,1,1,1,1,1,1
618,1,1,1,0,1,1,1
619,1,1,1,0,1,1,1
620,1,1,1,1,1,1,0
621,1,1,0,0,1,0,1
622,1,1,1,1,1,1,1
623,1,0,1,1,1,0,1
624,1,1,1,1,1,1,0
625,0,0,1,1,1,0,0
626,0,1,1,1,1,0,1
627,1,1,0,1,1,1,1
628,1,1,1,0,1,1,0
629,1,1,1,1,1,1,1
630,1,1,1,1,1,1,1
631,1,1,1,1,1,1,0
632,0,1,1,1,1,1,1
633,1,1,1,1,1,1,1
634,1,1,1,0,1,0,0
635,1,1,0,1,1,1,1
636,0,1,1,1,1,1,1
637,1,1,1,1,1,1,0
638,1,1,1,1,1,1,1
639,1,1,1,1,1,1,1
640,1,1,1,1,1,1,1
641,0,1,1,1,1,1,1
642,1,1,1,1,0,1,0
643,1,1,0,1,1,1,1
644,1,1,1,1,1,1,1
645,1,1,1,1,0,1,1
646,1,1,1,1,1,1,1
647,1,0,1,1,1,0,1
648,1,1,0,1,0,1,1
649,1,0,1,1,1,1,1
650,1,1,1,1,1,1,1
651,1,0,1,1,1,1,1
652,1,1,1,1,1,1,0
653,0,0,1,1,1,1,1
654,1,1,1,1,1,1,0
655,1,1,1,1,1,1,1
656,1,1,1,1,1,1,1
657,1,1,0,1,1,1,1
658,1,1,1,1,1,1,0
659,1,1,0,1,1,1,1
660,1,1,1,1,1,1,0
661,1,1,1,1,1,1,1
662,1,1,1,1,0,1,1
663,0,1,1,1,1,1,1
664,0,0,1,0,1,1,1
665,1,1,1,1,1,0,1
666,0,0,1,1,1,1,1
667,0,1,1,1,1,1,1
668,1,0,1,1,1,1,1
669,1,1,1,1,1,1,1
670,1,1,1,1,1,1,0
671,1,1,0,1,0,1,1
672,0,1,1,1,1,1,1
673,1,0,1,1,1,1,0
674,1,1,1,1,1,1,1
675,1,1,1,0,1,1,1
676,1,0,1,1,1,1,1
677,1,1,1,1,1,1,1
678,1,0,1,1,1,1,1
679,1,1,1,1,0,1,1
680,0,1,1,1,1,1,0
681,1,0,1,1,1,1,1
682,1,1,1,1,0,0,1
683,1,1,1,1,1,1,1
684,1,1,1,1,1,1,0
685,0,0,1,0,1,0,1
686,1,1,1,1,1,1,1
687,1,0,0,1,0,1,1
688,1,1,1,0,1,1,0
689,1,0,1,1,1,1,1
690,1,1,1,1,1,1,1
691,1,0,1,0,1,0,1
692,1,1,1,1,1,1,1
693,1,1,0,1,1,1,1
694,0,1,1,1,1,0,1
695,1,1,1,0,1,1,1
696,0,1,1,1,1,1,1
697,1,1,1,1,1,1,1
698,0,0,1,0,1,0,1
699,0,1,1,0,1,1,0
700,1,1,1,1,1,1,1
701,0,1,1,1,1,1,1
702,1,1,1,1,1,1,0
703,1,1,0,1,1,1,1
704,1,1,1,0,1,1,0
705,1,1,1,0,1,1,1
706,1,1,1,1,1,1,1
707,1,1,1,1,1,1,0
708,1,1,1,0,0,0,1
709,1,1,0,1,1,1,1
710,1,1,0,1,1,1,0
711,1,1,0,0,1,1,1
712,1,1,1,1,0,1,1
713,1,1,1,1,1,1,1
714,1,1,0,1,1,1,1
715,0,1,1,0,0,1,1
716,1,0,1,1,1,0,1
717,1,1,1,1,1,1,1
718,0,1,1,1,1,1,1
719,1,0,1,1,1,1,1
720,0,1,1,1,1,1,1
721,1,0,1,1,1,1,1
722,1,1,1,1,1,1,1
723,1,0,1,1,1,1,1
724,1,1,1,0,1,1,1
725,1,1,0,1,1,1,1
726,1,0,1,1,0,1,1
727,1,1,1,1,1,1,1
728,1,1,0,1,1,0,1
729,0,1,1,1,1,1,1
730,1,1,0,1,1,1,1
731,0,1,1,0,1,1,1
732,1,1,1,1,1,0,0
733,1,0,1,1,1,0,1
734,0,0,1,0,1,1,1
735,1,0,1,1,0,1,1
736,0,0,1,1,1,0,1
737,1,1,1,1,1,1,1
738,1,1,1,1,0,1,1
739,1,1,1,1,1,1,1
740,1,1,1,0,1,1,1
741,1,0,0,1,1,1,1
742,0,1,0,1,1,1,1
743,1,1,1,0,1,1,1
744,1,0,1,0,1,1,1
745,1,1,1,1,1,1,1
746,1,1,1,0,1,0,1
747,0,1,0,1,1,1,1
748,1,1,1,1,1,0,1
749,0,1,1,1,1,1,1
750,1,1,1,1,1,1,1
751,1,1,1,1,1,1,1
752,1,1,1,1,1,0,1
753,1,0,1,1,1,1,1
754,1,1,1,1,1,1,1
755,1,1,1,1,0,1,1
756,1,0,1,0,1,1,1
757,1,1,1,1,1,0,1
758,0,1,1,1,1,1,1
759,1,1,1,1,1,1,1
760,0,1,1,1,0,1,1
761,1,0,0,1,0,1,1
762,1,1,1,1,1,1,0
763,1,1,0,0,1,1,1
764,0,1,1,0,1,0,1
765,1,1,1,0,1,1,0
766,1,1,1,1,1,1,1
767,0,0,1,1,1,1,0
768,1,1,1,1,1,1,1
769,1,0,1,0,1,1,1
770,1,1,1,1,1,1,1
771,1,1,1,1,1,1,1
772,1,1,1,1,1,1,1
773,1,1,1,1,1,1,1
774,1,1,1,1,1,1,1
775,0,0,1,1,0,1,0
776,0,1,1,1,1,1,1
777,0,1,1,1,0,1,1
778,0,1,1,1,1,1,1
779,1,1,1,1,1,1,0
780,1,1,0,1,0,1,1
781,1,1,1,1,1,1,0
782,1,1,1,1,1,1,1
783,0,0,0,1,1,1,0
784,0,1,1,1,1,1,1
785,1,1,1,1,1,0,0
786,1,1,1,0,1,1,1
787,1,1,1,1,1,1,1
788,0,0,1,1,1,1,1
789,1,1,1,1,1,1,1
790,1,0,1,1,1,1,1
791,0,1,0,1,1,1,1
792,1,1,0,1,1,1,1
793,1,1,1,1,1,1,1
794,1,0,1,0,1,1,1
795,1,1,1,1,1,1,0
796,1,1,1,1,1,1,1
797,0,1,1,1,1,1,1
798,1,1,1,1,1,1,1
799,0,1,0,1,1,1,1
800,0,1,1,0,1,1,0
801,1,1,1,1,1,1,1
802,1,1,0,1,0,1,1
803,0,0,0,0,1,1,1
804,1,1,0,1,1,0,1
805,1,1,1,1,1,0,1
806,1,1,1,1,1,1,1
807,1,1,1,1,1,1,1
808,1,1,1,1,1,1,1
809,1,1,1,1,1,0,1
810,0,0,1,1,0,1,1
811,1,1,1,1,1,1,1
812,0,0,0,0,1,1,0
813,1,1,1,0,1,0,1
814,1,0,1,0,1,1,1
815,0,1,1,1,1,1,1
816,1,1,1,1,1,1,1
817,1,1,1,1,1,1,1
818,1,0,0,1,1,1,1
819,1,0,1,0,1,1,1
820,1,0,1,1,0,1,1
821,1,1,1,0,1,1,1
822,1,1,0,1,1,1,0
823,1,1,1,1,1,1,1
824,1,1,1,1,1,1,1
825,0,1,1,1,1,1,1
826,1,1,0,1,1,0,1
827,1,0,1,1,1,1,1
828,0,1,0,1,1,1,0
829,1,1,1,0,1,1,1
830,1,1,1,1,0,1,1
831,1,1,1,1,0,1,1
832,1,1,0,1,1,1,1
833,1,0,1,1,1,1,1
834,1,1,0,1,0,1,1
835,1,1,1,1,1,0,0
836,0,1,1,1,1,1,1
837,1,1,1,1,0,1,1
838,1,1,1,1,1,1,1
839,1,1,1,1,1,0,1
840,1,0,1,1,1,1,1
841,1,1,1,1,0,0,0
842,1,1,1,1,1,1,0
843,1,1,1,1,1,1,1
844,1,1,1,1,1,1,1
845,1,1,1,1,1,1,1
846,0,0,1,1,1,1,1
847,1,1,0,1,1,1,1
848,1,1,1,1,1,1,0
849,1,1,1,1,1,1,1
850,1,1,1,1,1,1,1
851,1,0,1,1,1,0,1
852,1,1,0,0,1,1,1
853,0,0,1,1,0,1,1
854,0,1,1,0,1,1,1
855,1,1,1,1,1,1,1
856,0,0,1,1,1,1,1
857,1,1,1,1,1,1,1
858,1,1,1,1,1,1,1
859,1,1,1,0,1,1,0
860,1,1,1,1,1,1,0
861,1,1,1,0,1,1,1
862,1,1,1,1,1,1,1
863,1,1,1,1,1,1,1
864,1,0,0,1,0,1,1
865,1,0,1,1,0,1,1
866,1,0,0,1,1,1,1
867,1,1,1,0,1,1,1
868,1,1,1,1,0,1,1
869,1,1,1,1,1,1,1
870,1,1,1,0,1,0,1
871,1,1,1,1,1,0,1
