,A1,A3,A5,A7,dui/cuo
421,1,1,1,0,0
422,0,0,1,1,1
423,0,0,1,1,1
424,1,1,1,0,0
425,1,0,0,0,0
426,0,0,0,0,0
427,1,1,1,0,0
428,0,0,1,0,0
429,1,1,0,1,1
430,0,1,0,1,1
431,1,0,1,0,0
432,0,0,0,1,1
433,0,1,1,0,0
434,0,1,1,1,1
435,0,1,1,1,1
436,1,1,0,1,1
437,1,0,1,1,1
438,1,1,1,0,0
439,0,1,1,0,0
440,1,1,0,0,0
441,1,1,0,1,1
442,1,0,0,0,0
443,1,1,1,1,1
444,1,1,1,1,1
445,1,1,0,0,0
446,1,1,1,1,1
447,1,1,1,1,1
448,1,1,1,1,1
449,0,1,1,0,0
450,1,0,1,0,0
451,0,1,1,0,0
452,1,1,0,0,0
453,1,1,1,0,0
454,1,1,1,1,1
455,1,1,1,1,1
456,1,1,1,0,0
457,1,0,0,0,0
458,1,1,0,0,0
459,1,0,0,0,0
460,1,1,1,0,0
461,1,0,1,1,1
462,0,1,1,1,1
463,1,1,1,0,0
464,0,1,1,1,1
465,0,0,0,1,1
466,1,0,0,1,1
467,1,0,0,0,0
468,1,1,1,1,1
469,0,1,1,1,1
470,1,1,1,1,1
471,1,0,1,0,0
472,1,1,1,0,0
473,1,1,1,1,1
474,1,1,1,0,0
475,1,1,0,1,1
476,0,1,1,0,0
477,1,0,1,0,0
478,0,1,1,1,1
479,1,1,1,1,1
480,1,1,1,1,1
481,0,1,0,1,1
482,0,1,1,1,1
483,1,0,0,1,1
484,1,0,1,0,0
485,1,0,1,1,1
486,1,1,0,1,1
487,1,1,1,0,0
488,1,1,1,1,1
489,0,1,1,0,0
490,0,1,1,1,1
491,1,0,1,0,0
492,1,1,1,0,0
493,1,0,1,0,0
494,0,1,0,1,1
495,1,1,0,1,1
496,1,0,1,1,1
497,1,1,0,0,0
498,1,1,1,1,1
499,0,1,1,0,0
500,1,1,0,0,0
501,1,1,1,0,0
502,0,1,1,1,1
503,1,1,1,0,0
504,1,1,1,0,0
505,1,1,1,1,1
506,0,0,0,1,1
507,0,1,1,1,1
508,1,1,1,1,1
509,1,1,0,1,1
510,1,1,0,1,1
511,1,1,1,1,1
512,0,0,1,1,1
513,0,1,1,0,0
514,1,0,1,1,1
515,0,1,1,0,0
516,1,0,0,1,1
517,1,0,1,1,1
518,0,0,0,0,0
519,1,1,0,1,1
520,0,1,0,1,1
521,0,1,1,1,1
522,1,0,1,1,1
523,0,0,1,0,0
524,1,1,0,0,0
525,1,1,1,0,0
526,1,0,1,1,1
527,0,1,1,1,1
528,1,1,1,1,1
529,0,0,1,1,1
530,0,1,0,1,1
531,1,1,1,0,0
532,0,1,1,0,0
533,1,1,0,1,1
534,0,1,0,1,1
535,1,1,1,1,1
536,0,1,1,1,1
537,0,0,1,1,1
538,1,0,1,1,1
539,0,0,1,0,0
540,0,1,1,1,1
541,0,1,1,1,1
542,0,1,1,1,1
543,0,0,0,0,0
544,1,1,0,0,0
545,0,0,1,1,1
546,0,1,1,1,1
547,1,0,0,0,0
548,0,0,0,1,1
549,0,1,1,1,1
550,1,1,1,0,0
551,1,1,1,0,0
552,0,1,0,0,0
553,1,1,1,1,1
554,1,1,0,0,0
555,0,1,1,1,1
556,1,0,1,0,0
557,1,0,1,1,1
558,0,1,1,0,0
559,1,1,1,0,0
560,1,1,1,1,1
561,1,1,1,0,0
562,1,1,1,1,1
563,1,0,0,0,0
564,1,1,0,1,1
565,1,1,0,0,0
566,0,1,1,1,1
567,1,1,1,0,0
568,1,0,1,1,1
569,0,1,1,1,1
570,1,0,1,1,1
571,1,0,1,1,1
572,1,1,1,1,1
573,0,1,1,1,1
574,1,0,1,0,0
575,0,1,1,1,1
576,1,1,0,1,1
577,1,1,1,0,0
578,0,1,1,1,1
579,0,1,0,1,1
580,0,0,1,1,1
581,0,0,1,1,1
582,0,1,0,0,0
583,0,1,1,0,0
584,1,1,1,0,0
585,1,0,1,0,0
586,0,1,0,1,1
587,1,1,1,1,1
588,0,0,0,0,0
589,0,0,1,1,1
590,1,0,1,1,1
591,0,0,0,1,1
592,1,1,1,1,1
593,1,1,1,1,1
594,0,1,1,1,1
595,1,1,0,0,0
596,1,0,0,1,1
597,0,1,1,1,1
598,1,1,0,1,1
599,1,1,1,1,1
600,1,0,1,1,1
601,1,1,0,1,1
602,1,1,1,1,1
603,1,1,1,1,1
604,0,1,1,0,0
605,0,1,1,1,1
606,1,1,1,0,0
607,0,0,1,1,1
608,0,1,1,1,1
609,1,1,1,0,0
610,1,0,0,0,0
611,1,1,1,1,1
612,1,1,1,1,1
613,1,0,0,0,0
614,1,1,0,0,0
615,1,1,1,0,0
616,1,1,1,1,1
617,1,1,1,1,1
618,0,1,1,1,1
619,0,1,0,0,0
620,1,1,1,1,1
621,1,0,1,1,1
622,0,0,1,1,1
623,0,1,1,1,1
624,0,1,1,0,0
625,1,1,0,1,1
626,1,1,1,0,0
627,1,1,0,0,0
628,0,0,0,0,0
629,1,1,1,0,0
630,1,0,0,1,1
631,1,1,0,1,1
632,0,0,1,0,0
633,1,0,0,0,0
634,1,0,0,1,1
635,0,0,0,0,0
636,0,0,1,1,1
637,1,1,1,1,1
638,0,1,0,1,1
639,1,1,1,1,1
640,1,1,1,1,1
641,0,1,0,1,1
642,0,1,1,1,1
643,0,1,1,1,1
644,1,1,1,1,1
645,1,1,1,1,1
646,0,0,1,0,0
647,1,1,1,0,0
648,0,0,1,0,0
649,1,1,0,1,1
650,1,1,1,0,0
651,1,1,1,0,0
652,0,1,1,1,1
653,1,0,0,1,1
654,0,1,1,0,0
655,1,1,0,1,1
656,0,0,0,1,1
657,0,0,0,0,0
658,0,1,1,0,0
659,1,1,0,1,1
660,1,1,1,0,0
661,0,1,0,0,0
662,1,1,1,1,1
663,1,1,0,0,0
664,1,1,1,0,0
665,1,1,0,1,1
666,1,1,0,1,1
667,1,1,1,0,0
668,1,1,1,1,1
669,1,1,0,1,1
670,0,1,1,1,1
671,0,0,1,1,1
672,1,1,0,1,1
673,1,1,1,1,1
674,1,1,1,0,0
675,0,1,0,1,1
676,0,0,1,1,1
677,1,0,1,1,1
678,0,0,0,1,1
679,0,1,1,1,1
680,0,1,1,1,1
681,1,0,1,1,1
682,1,1,1,1,1
683,1,1,0,0,0
684,1,1,1,0,0
685,1,1,1,1,1
686,1,1,1,1,1
687,1,1,1,0,0
688,0,1,0,0,0
689,1,1,0,1,1
690,1,1,1,1,1
691,0,1,1,1,1
692,1,1,1,1,1
693,0,1,1,1,1
694,0,1,1,0,0
695,1,0,1,1,1
696,1,1,1,1,1
697,1,1,1,0,0
698,1,0,1,1,1
699,1,1,0,1,1
700,1,1,1,0,0
701,0,1,1,1,1
702,0,1,1,1,1
703,1,1,1,1,1
704,1,1,0,0,0
705,1,0,1,0,0
706,0,0,0,1,1
707,1,1,0,1,1
708,1,1,0,1,1
709,1,1,1,1,1
710,0,0,1,1,1
711,1,0,0,1,1
712,1,0,1,0,0
713,0,0,1,1,1
714,1,0,1,1,1
715,1,0,1,0,0
716,0,0,1,1,1
717,1,1,1,1,1
718,0,1,0,1,1
719,1,0,0,0,0
720,1,0,0,1,1
721,1,0,0,1,1
722,0,1,0,1,1
723,1,1,0,1,1
724,0,1,0,0,0
725,1,0,1,1,1
726,1,1,0,0,0
727,1,1,0,1,1
728,1,1,0,1,1
729,1,0,0,1,1
730,1,1,1,0,0
731,1,1,1,0,0
732,1,0,1,0,0
733,1,1,1,0,0
734,1,1,0,0,0
735,1,0,0,1,1
736,0,0,1,0,0
737,1,1,1,1,1
738,1,0,0,1,1
739,0,1,1,0,0
740,0,1,0,0,0
741,0,0,1,0,0
742,1,1,0,1,1
743,1,1,0,0,0
744,0,1,1,0,0
745,0,1,1,1,1
746,1,1,1,1,1
747,1,1,0,0,0
748,1,1,1,0,0
749,1,1,1,1,1
750,1,1,0,1,1
751,1,1,0,0,0
752,0,1,1,1,1
753,0,0,1,1,1
754,1,1,0,1,1
755,0,1,1,1,1
756,1,1,1,1,1
757,0,1,1,1,1
758,0,1,1,0,0
759,0,1,1,0,0
760,0,1,0,0,0
761,1,0,0,1,1
762,0,0,0,0,0
763,0,1,0,1,1
764,0,1,1,0,0
765,1,1,0,0,0
766,0,0,0,1,1
767,0,1,1,1,1
768,0,1,0,0,0
769,0,0,0,0,0
770,1,0,1,1,1
771,1,1,1,1,1
772,1,1,0,1,1
773,1,0,1,0,0
774,0,1,1,0,0
775,0,1,0,1,1
776,1,1,0,0,0
777,0,1,1,1,1
778,1,0,0,0,0
779,1,0,1,0,0
780,0,0,1,1,1
781,1,1,1,1,1
782,0,1,1,0,0
783,1,1,0,0,0
784,1,0,0,0,0
785,1,0,0,1,1
786,0,1,0,0,0
787,1,1,0,1,1
788,0,0,1,1,1
789,0,0,0,0,0
790,1,0,0,1,1
791,1,1,0,0,0
792,0,0,0,1,1
793,1,0,1,0,0
794,1,1,0,0,0
795,1,1,1,0,0
796,0,0,1,0,0
797,1,1,1,1,1
798,1,0,1,1,1
799,0,1,1,0,0
800,1,0,1,1,1
801,0,1,0,1,1
802,1,1,1,0,0
803,1,1,0,1,1
804,0,0,1,0,0
805,1,1,0,1,1
806,0,0,1,0,0
807,0,1,1,1,1
808,1,1,1,1,1
809,0,0,0,1,1
810,1,1,0,1,1
811,0,1,1,0,0
812,1,1,0,1,1
813,1,1,1,1,1
814,0,0,0,1,1
815,0,1,1,1,1
816,0,0,1,1,1
817,1,0,1,1,1
818,0,0,1,0,0
819,1,1,1,0,0
820,0,1,0,0,0
821,0,0,0,1,1
822,1,1,1,1,1
823,0,1,0,1,1
824,1,0,0,1,1
825,0,0,1,0,0
826,1,1,0,1,1
827,1,1,0,1,1
828,0,0,1,1,1
829,1,1,1,0,0
830,0,1,1,1,1
831,1,1,1,0,0
832,1,1,1,0,0
833,1,0,0,0,0
834,0,1,1,1,1
835,1,1,1,0,0
836,1,0,1,1,1
837,1,1,1,1,1
838,0,1,1,1,1
839,0,1,0,1,1
840,0,1,0,1,1
841,0,1,0,1,1
842,1,1,1,0,0
843,1,1,0,1,1
844,1,0,1,1,1
845,1,1,1,1,1
846,0,1,1,1,1
847,1,1,1,0,0
848,1,1,1,0,0
849,1,1,1,1,1
850,1,1,1,1,1
851,1,1,0,1,1
852,1,0,0,0,0
853,0,1,1,1,1
854,1,1,0,1,1
855,1,1,1,1,1
856,0,1,1,1,1
857,1,0,1,0,0
858,1,1,0,0,0
859,1,1,1,0,0
860,1,1,1,0,0
861,1,1,1,1,1
862,1,1,1,1,1
863,1,1,1,1,1
864,0,0,0,1,1
865,0,1,1,0,0
866,0,1,0,0,0
867,1,1,1,0,0
868,1,1,0,1,1
869,1,0,0,0,0
870,1,1,1,0,0
871,1,0,0,1,1
872,1,1,0,0,0
873,0,1,1,1,1
874,0,0,1,0,0
875,1,0,1,1,1
876,1,0,0,1,1
877,1,1,1,1,1
878,1,0,1,0,0
879,1,1,1,1,1
880,1,1,1,0,0
881,1,0,1,1,1
882,0,1,0,0,0
883,1,1,1,1,1
884,1,1,1,0,0
885,0,1,1,1,1
886,1,1,1,1,1
887,1,1,1,0,0
888,1,1,1,0,0
889,0,1,1,0,0
890,0,1,1,1,1
891,0,1,0,0,0
892,1,1,1,1,1
893,1,1,1,1,1
894,1,1,1,1,1
895,0,1,0,1,1
896,1,1,1,1,1
897,0,0,1,1,1
898,0,0,1,1,1
899,0,1,1,1,1
900,1,1,1,1,1
901,0,1,0,1,1
902,1,0,1,0,0
903,1,1,1,1,1
904,0,0,1,1,1
905,0,1,1,1,1
906,0,0,1,0,0
907,1,0,1,1,1
908,1,1,1,0,0
909,0,0,0,0,0
910,0,1,0,1,1
911,0,1,1,1,1
912,0,1,1,1,1
913,0,0,1,1,1
914,0,0,0,1,1
915,1,0,0,0,0
916,0,1,1,1,1
917,1,1,0,1,1
918,1,0,0,0,0
919,0,1,0,1,1
920,1,1,0,1,1
921,0,1,1,1,1
922,1,1,1,1,1
923,1,1,1,0,0
924,1,1,1,0,0
925,1,1,0,1,1
926,0,0,0,1,1
927,0,1,1,1,1
928,0,1,0,0,0
929,0,0,0,1,1
930,1,0,1,1,1
931,1,1,1,1,1
932,1,1,0,1,1
933,1,0,1,1,1
934,0,0,1,1,1
935,1,0,1,1,1
936,1,1,1,1,1
937,0,0,0,0,0
938,1,0,1,1,1
939,1,0,1,1,1
940,0,0,0,1,1
941,1,1,1,0,0
942,1,0,1,0,0
943,1,1,1,1,1
944,0,1,1,1,1
945,1,0,0,0,0
946,1,1,1,0,0
947,0,1,0,0,0
948,1,1,0,1,1
949,0,0,0,0,0
950,1,1,1,0,0
951,1,1,1,0,0
952,1,0,1,0,0
953,1,1,1,1,1
954,1,1,0,1,1
955,1,0,1,1,1
956,0,1,1,1,1
957,0,1,0,0,0
958,1,0,0,1,1
959,1,0,1,0,0
960,1,1,1,1,1
961,0,0,0,0,0
962,0,1,1,0,0
963,1,1,1,1,1
964,1,0,0,1,1
965,1,1,0,1,1
966,1,1,1,0,0
967,1,0,0,1,1
968,1,0,1,0,0
969,0,1,1,0,0
970,1,1,0,0,0
971,0,0,0,0,0
972,1,1,1,0,0
973,1,1,0,0,0
974,1,1,0,1,1
975,1,0,0,1,1
976,1,1,0,0,0
977,1,1,0,1,1
978,1,0,1,0,0
979,1,1,1,1,1
980,0,1,0,1,1
981,1,0,1,0,0
982,0,1,1,1,1
983,0,1,0,1,1
984,1,0,1,1,1
985,1,0,0,1,1
986,0,1,0,0,0
987,1,1,1,1,1
988,0,0,1,0,0
989,0,1,1,0,0
990,1,1,0,0,0
991,0,1,1,1,1
992,0,1,1,0,0
993,1,0,0,0,0
994,1,1,1,1,1
995,0,1,0,1,1
996,1,1,0,1,1
997,0,1,1,0,0
998,1,1,1,0,0
999,0,0,1,0,0
