,user_id,exercise_code,Set,Inequality,Trigonometric_function,Logarithm_versus_exponential,Plane_vector,Property_of_function,Image_of_function,Spatial_imagination,Abstract_summarization,Reasoning_and_demonstration,Calculation,is_right_answer
184,12,4,null,null,null,null,null,1,null,1,null,null,null,1.0
185,12,5,null,null,null,null,null,null,1,1,null,1,null,1.0
186,12,6,null,null,null,null,null,1,null,null,1,null,1,0.0
187,12,7,null,null,null,null,0,null,null,null,null,1,1,0.0
188,12,8,null,null,0,null,null,null,null,1,null,null,1,0.0
189,12,9,0,null,1,null,null,0,1,0,null,0,1,0.0
190,12,10,null,null,null,1,null,null,null,null,null,null,1,1.0
191,12,11,null,null,null,null,null,1,null,1,null,null,1,1.0
192,12,12,null,null,1,null,null,null,null,null,null,null,1,1.0
193,12,13,null,null,null,null,1,null,null,null,null,1,1,1.0
194,12,14,null,null,null,null,null,0,0,0,0,0,0,0.0
195,13,0,1,1,null,null,null,null,null,null,null,1,1,0.0
196,13,1,null,null,1,null,null,null,null,1,null,null,null,1.0
197,13,2,null,null,1,null,null,null,null,null,null,null,1,1.0
198,13,3,null,null,null,null,1,null,null,null,null,1,1,1.0
199,13,4,null,null,null,null,null,1,null,1,null,null,null,0.0
200,13,5,null,null,null,null,null,null,1,1,null,1,null,1.0
201,13,6,null,null,null,null,null,1,null,null,1,null,1,1.0
202,13,7,null,null,null,null,1,null,null,null,null,1,1,0.0
203,13,8,null,null,1,null,null,null,null,0,null,null,0,0.0
204,13,9,1,null,1,null,null,1,1,1,null,1,1,1.0
205,13,10,null,null,null,1,null,null,null,null,null,null,1,0.0
206,13,11,null,null,null,null,null,1,null,1,null,null,1,0.0
207,13,12,null,null,0,null,null,null,null,null,null,null,0,0.0
208,13,13,null,null,null,null,1,null,null,null,null,1,0,0.0
209,13,14,null,null,null,null,null,0,0,0,0,0,0,0.0
210,14,0,1,1,null,null,null,null,null,null,null,1,1,1.0
211,14,1,null,null,1,null,null,null,null,1,null,null,null,1.0
212,14,2,null,null,1,null,null,null,null,null,null,null,1,1.0
213,14,3,null,null,null,null,1,null,null,null,null,1,1,1.0
214,14,4,null,null,null,null,null,1,null,0,null,null,null,0.0
215,14,5,null,null,null,null,null,null,1,1,null,1,null,1.0
216,14,6,null,null,null,null,null,1,null,null,1,null,1,0.0
217,14,7,null,null,null,null,1,null,null,null,null,0,0,0.0
218,14,8,null,null,1,null,null,null,null,0,null,null,0,0.0
219,14,9,1,null,1,null,null,1,1,1,null,1,1,1.0
220,14,10,null,null,null,1,null,null,null,null,null,null,1,0.0
221,14,11,null,null,null,null,null,1,null,0,null,null,1,0.0
222,14,12,null,null,0,null,null,null,null,null,null,null,1,0.0
223,14,13,null,null,null,null,1,null,null,null,null,1,1,0.0
224,14,14,null,null,null,null,null,1,0,0,0,0,0,0.0
225,15,0,1,1,null,null,null,null,null,null,null,1,1,1.0
226,15,1,null,null,1,null,null,null,null,1,null,null,null,1.0
227,15,2,null,null,1,null,null,null,null,null,null,null,1,1.0
228,15,3,null,null,null,null,1,null,null,null,null,0,0,0.0
229,15,4,null,null,null,null,null,1,null,1,null,null,null,1.0
230,15,5,null,null,null,null,null,null,1,1,null,1,null,1.0
231,15,6,null,null,null,null,null,1,null,null,1,null,1,1.0
232,15,7,null,null,null,null,1,null,null,null,null,1,1,1.0
233,15,8,null,null,1,null,null,null,null,1,null,null,1,0.0
234,15,9,0,null,0,null,null,0,0,0,null,0,1,0.0
235,15,10,null,null,null,1,null,null,null,null,null,null,1,1.0
236,15,11,null,null,null,null,null,1,null,1,null,null,1,0.0
237,15,12,null,null,1,null,null,null,null,null,null,null,1,1.0
238,15,13,null,null,null,null,1,null,null,null,null,1,0,0.0
239,15,14,null,null,null,null,null,0,0,0,0,0,0,0.0
240,16,0,1,1,null,null,null,null,null,null,null,1,1,1.0
241,16,1,null,null,1,null,null,null,null,1,null,null,null,1.0
242,16,2,null,null,1,null,null,null,null,null,null,null,1,0.0
243,16,3,null,null,null,null,1,null,null,null,null,1,1,1.0
244,16,4,null,null,null,null,null,1,null,1,null,null,null,1.0
245,16,5,null,null,null,null,null,null,1,1,null,1,null,1.0
246,16,6,null,null,null,null,null,1,null,null,1,null,1,1.0
247,16,7,null,null,null,null,1,null,null,null,null,1,0,0.0
248,16,8,null,null,1,null,null,null,null,1,null,null,1,0.0
249,16,9,1,null,1,null,null,0,0,0,null,0,1,0.0
250,16,10,null,null,null,1,null,null,null,null,null,null,1,1.0
251,16,11,null,null,null,null,null,1,null,0,null,null,0,0.0
252,16,12,null,null,0,null,null,null,null,null,null,null,0,0.0
253,16,13,null,null,null,null,1,null,null,null,null,1,1,1.0
254,16,14,null,null,null,null,null,0,0,0,0,0,0,0.0
255,17,0,1,1,null,null,null,null,null,null,null,1,1,1.0
256,17,1,null,null,0,null,null,null,null,0,null,null,null,0.0
257,17,2,null,null,1,null,null,null,null,null,null,null,1,1.0
258,17,3,null,null,null,null,0,null,null,null,null,1,1,0.0
259,17,4,null,null,null,null,null,1,null,1,null,null,null,1.0
260,17,5,null,null,null,null,null,null,0,1,null,0,null,0.0
261,17,6,null,null,null,null,null,1,null,null,1,null,1,1.0
262,17,7,null,null,null,null,1,null,null,null,null,1,0,0.0
263,17,8,null,null,1,null,null,null,null,0,null,null,0,0.0
264,17,9,0,null,1,null,null,1,0,0,null,0,1,0.0
265,17,10,null,null,null,1,null,null,null,null,null,null,0,0.0
266,17,11,null,null,null,null,null,1,null,1,null,null,1,1.0
267,17,12,null,null,0,null,null,null,null,null,null,null,0,0.0
268,17,13,null,null,null,null,1,null,null,null,null,1,1,0.0
269,17,14,null,null,null,null,null,0,0,0,0,0,0,0.0
270,18,0,1,1,null,null,null,null,null,null,null,1,1,1.0
271,18,1,null,null,1,null,null,null,null,1,null,null,null,1.0
272,18,2,null,null,0,null,null,null,null,null,null,null,1,0.0
273,18,3,null,null,null,null,0,null,null,null,null,1,0,0.0
274,18,4,null,null,null,null,null,1,null,0,null,null,null,0.0
275,18,5,null,null,null,null,null,null,1,1,null,1,null,1.0
276,18,6,null,null,null,null,null,1,null,null,1,null,1,1.0
277,18,7,null,null,null,null,1,null,null,null,null,1,1,1.0
278,18,8,null,null,1,null,null,null,null,0,null,null,0,0.0
279,18,9,1,null,1,null,null,1,1,1,null,1,1,1.0
280,18,10,null,null,null,1,null,null,null,null,null,null,0,0.0
281,18,11,null,null,null,null,null,1,null,1,null,null,0,0.0
282,18,12,null,null,0,null,null,null,null,null,null,null,0,0.0
283,18,13,null,null,null,null,1,null,null,null,null,1,0,0.0
284,18,14,null,null,null,null,null,0,0,0,0,0,0,0.0
285,19,0,1,1,null,null,null,null,null,null,null,1,1,1.0
286,19,1,null,null,1,null,null,null,null,1,null,null,null,1.0
287,19,2,null,null,1,null,null,null,null,null,null,null,1,1.0
288,19,3,null,null,null,null,1,null,null,null,null,1,1,1.0
289,19,4,null,null,null,null,null,1,null,1,null,null,null,1.0
290,19,5,null,null,null,null,null,null,1,1,null,1,null,0.0
291,19,6,null,null,null,null,null,1,null,null,0,null,1,0.0
292,19,7,null,null,null,null,1,null,null,null,null,0,1,0.0
293,19,8,null,null,1,null,null,null,null,1,null,null,1,1.0
294,19,9,1,null,1,null,null,1,1,1,null,1,1,1.0
295,19,10,null,null,null,1,null,null,null,null,null,null,1,1.0
296,19,11,null,null,null,null,null,1,null,1,null,null,1,1.0
297,19,12,null,null,1,null,null,null,null,null,null,null,1,1.0
298,19,13,null,null,null,null,1,null,null,null,null,1,1,1.0
299,19,14,null,null,null,null,null,0,0,0,0,0,0,0.0
300,20,0,1,1,null,null,null,null,null,null,null,1,1,1.0
301,20,1,null,null,1,null,null,null,null,1,null,null,null,1.0
302,20,2,null,null,0,null,null,null,null,null,null,null,1,0.0
303,20,3,null,null,null,null,1,null,null,null,null,1,1,1.0
304,20,4,null,null,null,null,null,0,null,0,null,null,null,0.0
305,20,5,null,null,null,null,null,null,0,1,null,1,null,0.0
306,20,6,null,null,null,null,null,1,null,null,1,null,1,1.0
307,20,7,null,null,null,null,1,null,null,null,null,1,1,1.0
308,20,8,null,null,1,null,null,null,null,1,null,null,1,1.0
309,20,9,1,null,1,null,null,1,1,1,null,1,1,1.0
310,20,10,null,null,null,1,null,null,null,null,null,null,1,1.0
311,20,11,null,null,null,null,null,1,null,1,null,null,1,1.0
312,20,12,null,null,0,null,null,null,null,null,null,null,1,0.0
313,20,13,null,null,null,null,1,null,null,null,null,1,1,0.0
314,20,14,null,null,null,null,null,0,0,0,0,0,0,0.0
315,21,0,0,1,null,null,null,null,null,null,null,1,0,0.0
316,21,1,null,null,1,null,null,null,null,1,null,null,null,1.0
317,21,2,null,null,1,null,null,null,null,null,null,null,0,0.0
318,21,3,null,null,null,null,1,null,null,null,null,1,1,1.0
319,21,4,null,null,null,null,null,1,null,1,null,null,null,1.0
320,21,5,null,null,null,null,null,null,1,1,null,1,null,0.0
321,21,6,null,null,null,null,null,1,null,null,1,null,1,1.0
322,21,7,null,null,null,null,1,null,null,null,null,1,0,0.0
323,21,8,null,null,1,null,null,null,null,1,null,null,1,0.0
324,21,9,1,null,0,null,null,0,1,0,null,1,0,0.0
325,21,10,null,null,null,1,null,null,null,null,null,null,1,0.0
326,21,11,null,null,null,null,null,1,null,1,null,null,1,0.0
327,21,12,null,null,0,null,null,null,null,null,null,null,0,0.0
328,21,13,null,null,null,null,1,null,null,null,null,1,0,0.0
329,21,14,null,null,null,null,null,0,0,0,0,0,0,0.0
330,22,0,1,1,null,null,null,null,null,null,null,1,1,1.0
331,22,1,null,null,0,null,null,null,null,1,null,null,null,0.0
332,22,2,null,null,1,null,null,null,null,null,null,null,1,1.0
333,22,3,null,null,null,null,1,null,null,null,null,1,1,0.0
334,22,4,null,null,null,null,null,1,null,1,null,null,null,1.0
335,22,5,null,null,null,null,null,null,1,1,null,1,null,0.0
336,22,6,null,null,null,null,null,1,null,null,1,null,1,1.0
337,22,7,null,null,null,null,0,null,null,null,null,1,1,0.0
338,22,8,null,null,0,null,null,null,null,1,null,null,1,0.0
339,22,9,1,null,1,null,null,1,1,1,null,1,1,1.0
340,22,10,null,null,null,0,null,null,null,null,null,null,1,0.0
341,22,11,null,null,null,null,null,1,null,1,null,null,0,0.0
342,22,12,null,null,1,null,null,null,null,null,null,null,1,1.0
343,22,13,null,null,null,null,1,null,null,null,null,1,1,0.0
344,22,14,null,null,null,null,null,0,0,1,0,0,0,0.0
345,23,0,1,1,null,null,null,null,null,null,null,1,1,1.0
346,23,1,null,null,1,null,null,null,null,1,null,null,null,0.0
347,23,2,null,null,1,null,null,null,null,null,null,null,1,1.0
348,23,3,null,null,null,null,0,null,null,null,null,0,1,0.0
349,23,4,null,null,null,null,null,0,null,1,null,null,null,0.0
350,23,5,null,null,null,null,null,null,1,0,null,1,null,0.0
351,23,6,null,null,null,null,null,1,null,null,1,null,1,0.0
352,23,7,null,null,null,null,1,null,null,null,null,1,1,1.0
353,23,8,null,null,0,null,null,null,null,0,null,null,1,0.0
354,23,9,1,null,1,null,null,1,1,1,null,1,1,1.0
355,23,10,null,null,null,1,null,null,null,null,null,null,0,0.0
356,23,11,null,null,null,null,null,1,null,1,null,null,1,1.0
357,23,12,null,null,0,null,null,null,null,null,null,null,0,0.0
358,23,13,null,null,null,null,1,null,null,null,null,1,1,1.0
359,23,14,null,null,null,null,null,0,0,0,0,0,0,0.0
360,24,0,1,1,null,null,null,null,null,null,null,1,1,1.0
361,24,1,null,null,1,null,null,null,null,1,null,null,null,1.0
362,24,2,null,null,1,null,null,null,null,null,null,null,1,1.0
363,24,3,null,null,null,null,1,null,null,null,null,1,1,1.0
364,24,4,null,null,null,null,null,1,null,1,null,null,null,1.0
365,24,5,null,null,null,null,null,null,1,0,null,0,null,0.0
366,24,6,null,null,null,null,null,1,null,null,1,null,1,1.0
367,24,7,null,null,null,null,1,null,null,null,null,1,1,1.0
368,24,8,null,null,0,null,null,null,null,1,null,null,0,0.0
369,24,9,0,null,0,null,null,0,1,1,null,0,1,0.0
370,24,10,null,null,null,0,null,null,null,null,null,null,1,0.0
371,24,11,null,null,null,null,null,1,null,1,null,null,1,1.0
372,24,12,null,null,1,null,null,null,null,null,null,null,0,0.0
373,24,13,null,null,null,null,1,null,null,null,null,1,1,1.0
374,24,14,null,null,null,null,null,0,0,0,0,0,0,0.0
375,25,0,1,1,null,null,null,null,null,null,null,1,1,1.0
376,25,1,null,null,1,null,null,null,null,1,null,null,null,1.0
377,25,2,null,null,1,null,null,null,null,null,null,null,0,0.0
378,25,3,null,null,null,null,1,null,null,null,null,1,0,0.0
379,25,4,null,null,null,null,null,1,null,1,null,null,null,1.0
380,25,5,null,null,null,null,null,null,0,0,null,1,null,0.0
381,25,6,null,null,null,null,null,1,null,null,1,null,1,1.0
382,25,7,null,null,null,null,1,null,null,null,null,1,1,1.0
383,25,8,null,null,1,null,null,null,null,1,null,null,1,1.0
384,25,9,0,null,0,null,null,1,1,0,null,0,0,0.0
385,25,10,null,null,null,1,null,null,null,null,null,null,1,0.0
386,25,11,null,null,null,null,null,1,null,1,null,null,1,1.0
387,25,12,null,null,0,null,null,null,null,null,null,null,1,0.0
388,25,13,null,null,null,null,1,null,null,null,null,1,1,1.0
389,25,14,null,null,null,null,null,0,1,0,0,0,0,0.0
390,26,0,1,1,null,null,null,null,null,null,null,1,1,1.0
391,26,1,null,null,1,null,null,null,null,1,null,null,null,0.0
392,26,2,null,null,1,null,null,null,null,null,null,null,1,1.0
393,26,3,null,null,null,null,1,null,null,null,null,1,1,1.0
394,26,4,null,null,null,null,null,0,null,0,null,null,null,0.0
395,26,5,null,null,null,null,null,null,1,1,null,1,null,1.0
396,26,6,null,null,null,null,null,1,null,null,1,null,1,1.0
397,26,7,null,null,null,null,1,null,null,null,null,1,1,1.0
398,26,8,null,null,0,null,null,null,null,1,null,null,0,0.0
399,26,9,1,null,0,null,null,1,1,0,null,0,0,0.0
400,26,10,null,null,null,1,null,null,null,null,null,null,1,1.0
401,26,11,null,null,null,null,null,1,null,1,null,null,1,1.0
402,26,12,null,null,0,null,null,null,null,null,null,null,1,0.0
403,26,13,null,null,null,null,1,null,null,null,null,1,1,1.0
404,26,14,null,null,null,null,null,0,0,0,0,0,0,0.0
405,27,0,1,1,null,null,null,null,null,null,null,1,1,1.0
406,27,1,null,null,0,null,null,null,null,0,null,null,null,0.0
407,27,2,null,null,0,null,null,null,null,null,null,null,0,0.0
408,27,3,null,null,null,null,1,null,null,null,null,1,1,0.0
409,27,4,null,null,null,null,null,1,null,1,null,null,null,0.0
410,27,5,null,null,null,null,null,null,0,1,null,0,null,0.0
411,27,6,null,null,null,null,null,1,null,null,1,null,1,0.0
412,27,7,null,null,null,null,0,null,null,null,null,1,1,0.0
413,27,8,null,null,1,null,null,null,null,1,null,null,1,1.0
414,27,9,1,null,1,null,null,1,1,1,null,1,1,1.0
415,27,10,null,null,null,1,null,null,null,null,null,null,0,0.0
416,27,11,null,null,null,null,null,1,null,1,null,null,1,1.0
417,27,12,null,null,0,null,null,null,null,null,null,null,1,0.0
418,27,13,null,null,null,null,1,null,null,null,null,1,1,1.0
419,27,14,null,null,null,null,null,0,0,0,0,0,0,0.0
420,28,0,1,1,null,null,null,null,null,null,null,1,1,1.0
421,28,1,null,null,1,null,null,null,null,1,null,null,null,1.0
422,28,2,null,null,1,null,null,null,null,null,null,null,1,0.0
423,28,3,null,null,null,null,1,null,null,null,null,1,1,1.0
424,28,4,null,null,null,null,null,1,null,1,null,null,null,1.0
425,28,5,null,null,null,null,null,null,1,1,null,1,null,1.0
426,28,6,null,null,null,null,null,1,null,null,1,null,1,1.0
427,28,7,null,null,null,null,1,null,null,null,null,1,1,1.0
428,28,8,null,null,1,null,null,null,null,1,null,null,0,0.0
429,28,9,0,null,0,null,null,0,0,0,null,0,0,0.0
